KG id,KG name,KG SPARQL endpoint,RDF dump link,Ontology,F1-M Unique and persistent ID,F1-D URIs dereferenceability,F2a-M - Metadata availability via standard primary sources,F2b-M Metadata availability for all the attributes covered in the FAIR score computation,F3-M Data referrable via a DOI,F4-M Metadata registered in a searchable engine,F score,A1-D Working access point(s),A1-M Metadata availability via working primary sources,A1.2 Authentication & HTTPS support,A2-M Registered in search engines,A score,I1-D Standard & open representation format,I1-M Metadata are described with VoID/DCAT predicates,I2 Use of FAIR vocabularies,I3-D Degree of connection,I score,R1.1 Machine- or human-readable license retrievable via any primary source,"R1.2 Publisher information, such as authors, contributors, publishers, and sources",R1.3-D Data organized in a standardized way,R score,FAIR score,R1.3-M Metadata are described with VoID/DCAT predicates
lofd,lofd,http://lofd.tw.rpi.edu/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.07,0
lower-layer-super-output-areas,Lower Layer Super Output Areas,http://opendatacommunities.org/sparql,"['http://www.jenitennison.com/log/data.gov.uk/statistics/data/admingeo-CTY.rdf', 'http://www.jenitennison.com/log/data.gov.uk/statistics/data/EER08.rdf', 'http://www.jenitennison.com/log/data.gov.uk/statistics/data/CTY08.rdf', 'http://www.jenitennison.com/log/data.gov.uk/statistics/data/local-authorities.rdf', 'http://www.jenitennison.com/log/data.gov.uk/statistics/data/admingeo-LAD.rdf', 'http://www.jenitennison.com/log/data.gov.uk/statistics/data/LAD08.rdf', 'http://www.jenitennison.com/log/data.gov.uk/statistics/data/CTRY08.rdf', 'http://www.jenitennison.com/log/data.gov.uk/statistics/data/europeanregions-EER.rdf', 'http://www.jenitennison.com/log/data.gov.uk/statistics/data/GOR08.rdf']",False,1,0.0,1,0.67,0,1,0.61,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1.0,3.36,1
lremap-auth,A collection of Authors for LREC2014 and related Workshops,,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.06,0
lremap-conf,LREC2014 and related Workshops,,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.06,0
lremap-ri,First not-normalized set of language resources from LREC2014,,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.06,0
lremap-sub,A collection of Submissions for LREC2014 and related Workshops,,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.06,0
lsq,LSQ,,[],False,1,0.0,1,0.44,0,1,0.57,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,1,1,1,0.75,2.32,0
manchester-university-reading-lists,Manchester University Reading Lists,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
marc-codes,MARC Codes List,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
massobservationarchivecatalogue,Mass Observation Archive catalogue,http://api.talis.com/stores/massobservation/services/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.07,0
medline,medline,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.32,0
metashare,MetaShare metadata model,,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.06,0
naics-2007,NAICS 2007,http://purl.org/weso/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.34,0
naics-2012,NAICS 2012,http://purl.org/weso/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.34,0
national-library-of-greece-authority-records,National Library of Greece Authority Records,http://nlg.okfn.gr/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.07,0
neurolex-wiki,NeuroLex Wiki,,[],True,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.06,0
nhs-jargon,NHS Jargon RDF,,[],False,1,0.0,1,0.44,0,1,0.57,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.57,0
nlr-dataset-mod,National Library of Russia BibCore Dataset,,[],False,1,0.0,1,0.33,0,1,0.56,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,0,1,1,0.5,2.06,0
nottingham-trent-university-resource-lists,Nottingham Trent University Resource Lists,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
npm,NPM,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.32,0
oceandrilling-dbseabed,Ocean Drilling - dbSEABED,http://data.oceandrilling.org/sparql,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,0,1,1,0.5,2.34,0
oceandrilling-janus,Ocean Drilling - Janus LOD,http://data.oceandrilling.org/sparql,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,0,1,1,0.5,2.34,0
oceandrilling-janusamp,Ocean Drilling - Janus Age Models,http://data.oceandrilling.org/sparql,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,0,1,1,0.5,2.34,0
oceandrilling-ldeo,Ocean Drilling - LDEO log files as data (TEST leg 218 only),http://data.oceandrilling.org/sparql,[],False,1,0.0,1,0.44,0,1,0.57,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,0,1,1,0.5,2.07,0
odc-imd-environment-score,"Index of Multiple Deprivation, Living Environment Deprivation Domain, Scores 2010",,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.06,0
olac,OLAC Metadata,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.32,0
ookaboo-rdf-dump,Ookaboo RDF dump,,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.06,0
open-bantu-isixhosa-lexicon,Open Bantu isiXhosa Lexicon,http://rdf.corpora.uni-leipzig.de/sparql,[],False,1,0.33,1,0.67,0,1,0.67,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1.0,3.42,1
open-election-data-project,Open Election Data Project,,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.06,0
openbiomed-flyatlas,flyatlas,http://www.open-biomed.org.uk/sparql/endpoint/flyatlas,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,1,1,1,0.75,2.34,0
opendatacommunities-dev-local-authority-services,opendatacommunities-dev-local-authority-services,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
opendatacommunities-households-2008,opendatacommunities-households-2008,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
opendatacommunities-households-social-lettings-general-needs-lettings-prp-household-composition,opendatacommunities-households-social-lettings-general-needs-lettings-prp-household-composition,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
opendatacommunities-imd-rank-2010,opendatacommunities-imd-rank-2010,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
opendatacommunities-impact-indicators-planning-applications-granted,opendatacommunities-impact-indicators-planning-applications-granted,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
opendatacommunities-transparency-impact-indicators-affordable-housing-starts,opendatacommunities-transparency-impact-indicators-affordable-housing-starts,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
opendatacommunities-transparency-impact-indicators-households-in-temporary-accommodation,opendatacommunities-transparency-impact-indicators-households-in-temporary-accommodation,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
opendatacommunities-transparency-input-indicators-local-authorities-working-with-troubled-families,opendatacommunities-transparency-input-indicators-local-authorities-working-with-troubled-families,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
opendatascotland-simd-income-rank,opendatascotland-simd-income-rank,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
openlink-lod-cache,OpenLink Software LOD Cache,http://lod.openlinksw.com/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.07,0
orlando-womens-writing-linked-open-data-set,The Orlando Women's Writing Linked Open Data Set,http://sparql.cwrc.ca/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.34,0
pali-english-lexicon,Pali English Lexicon,http://api.kasabi.com/dataset/pali-english-lexicon/apis/sparql,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,1,1,1,0.75,2.34,0
pdevlemon,pdevlemon,,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.06,0
personal-homepages,Personal_Homepages,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
prelinger_archives,Prelinger Archives,http://api.kasabi.com/dataset/prelinger-archives/apis/sparql,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,1,1,1,0.75,2.34,0
productdb,ProductDB,http://api.talis.com/stores/productdb/services/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.34,0
qboairbase,QBOAirbase,http://lod.cs.aau.dk:8891/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.34,0
rainis-and-aspazija-linked-digital-collection,"""Rainis and Aspazija"" Linked Digital Collection",,[],False,1,0.0,1,0.44,0,1,0.57,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,0,1,1,0.5,2.32,0
ravensburg-local-shopping-graph,Ravensburg Local Shopping Graph,http://linkedopencommerce.com/sparql,[],False,1,0.0,1,0.33,0,1,0.56,0.5,1,0.0,1,0.62,1,0,0.0,0,0.25,0,1,1,0.5,1.93,0
riese,RDFizing and Interlinking the EuroStat Data Set Effort,,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.06,0
rism,Répertoire International des Sources Musicales - RISM,http://data.rism.info/sparql,[],False,1,0.0,1,0.67,0,1,0.61,1.0,1,1.0,1,1.0,1,0,0.0,1,0.5,1,1,1,0.75,2.86,0
rkb-explorer-digitaleconomy,digitaleconomy,http://digitaleconomy.rkbexplorer.com/sparql,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,0,1,1,0.5,1.81,0
rkb-explorer-roni,roni,http://roni.rkbexplorer.com/sparql,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,0,1,1,0.5,1.81,0
rubentaelman,Ruben Taelman's Data,,[],False,1,0.0,1,0.44,0,1,0.57,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,0,1,1,0.5,2.32,0
rubenverborgh,Ruben Verborgh's data,,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.59,0
russian-universities-specialities,Russian Universities Specialities,http://sparql.sstu.ru:3030/speciality-vocabulary/query,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.34,0
sadi-semantic-web-services-framework-registry,SADI Semantic Web Services framework registry,http://biordf.net/sparql,[],False,1,0.0,1,0.44,0,1,0.57,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,0,1,1,0.5,2.07,0
sanskrit-english-lexicon,Sanskrit English Lexicon,http://api.kasabi.com/dataset/sanskrit-english-lexicon/apis/sparql,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,1,1,1,0.75,2.34,0
santillana_guide_dataset,Santillana Guide Dataset,http://212.81.220.68:2020/elviajero,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,0,1,1,0.5,1.81,0
schemapedia,Schemapedia: RDF schema compendium,http://api.talis.com/stores/schemapedia/services/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.07,0
scoreboard,The Digital Agenda Scoreboard of the European Commission,,[],False,1,0.0,1,0.44,0,1,0.57,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,1,1,1,0.75,2.32,0
secold,Source Code Ecosystem Linked Data,http://aseg.cs.concordia.ca/secold/sparqlendpoint,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.07,0
semantic-universe,Semantic Universe Data,http://data.semanticuniverse.com/sparql,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,0,1,1,0.5,1.81,0
sitc-v4,SITC-V4,http://purl.org/weso/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.34,0
sli_galnet_rdf,"SLI Galnet, the Galician wordnet, at version 3.0.26,  in RDF format",,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.32,0
slideshare2rdf,Slideshare2RDF Server,,[],False,1,0.0,1,0.11,0,1,0.52,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,0,1,1,0.5,1.77,0
southampton-ac-uk,southampton-ac-uk,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
southampton-ac-uk-apps,Apps using our data (University of Southampton),http://sparql.data.southampton.ac.uk/,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,1,1,1,0.75,2.34,0
spanish-linguistic-datasets,Spanish Linguistic Datasets,http://linguistic.linkeddata.es/sparql,[],False,1,0.0,1,0.67,0,1,0.61,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1.0,3.36,1
sparql-endpoint-status,SPARQL Endpoint Status,http://labs.mondeca.com/endpoint/ends,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.34,0
srcmf,Syntactic Reference Corpus of Medieval French (SRCMF),,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,0,1,1,0.5,1.79,0
st-andrews-resource-lists,St. Andrews University Resource Lists,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
staff-organograms-and-pay-thurrock-thames-gateway-development-corporation,Organogram and staff pay data for Thurrock Thames Gateway Development Corporation,,[],False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.61,0
statusnet-20100-org,statusnet-20100-org,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
statusnet-atari-frosch-de,statusnet-atari-frosch-de,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
statusnet-belfalas-org,statusnet-belfalas-org,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
statusnet-bonifaz-ec,statusnet-bonifaz-ec,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
statusnet-chickenkiller-com,statusnet-chickenkiller-com,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
statusnet-cooleysekula-net,statusnet-cooleysekula-net,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
statusnet-coreyavis-com,statusnet-coreyavis-com,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
statusnet-deuxpi-ca,statusnet-deuxpi-ca,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
statusnet-exdc-net,statusnet-exdc-net,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
statusnet-fcestrada-com,statusnet-fcestrada-com,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
statusnet-freelish-us,statusnet-freelish-us,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
statusnet-gegeweb-org,statusnet-gegeweb-org,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
statusnet-hii-co-il,statusnet-hii-co-il,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
statusnet-ilikefreedom-ro,statusnet-ilikefreedom-ro,,[],False,1,0.0,1,0.33,0,1,0.56,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,0,1,1,0.5,2.31,0
statusnet-integralblue-com,statusnet-integralblue-com,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
statusnet-kathryl-fr,statusnet-kathryl-fr,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
statusnet-kenzoid-com,statusnet-kenzoid-com,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
statusnet-keuser-fr,statusnet-keuser-fr,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
statusnet-ldn-fai-net,statusnet-ldn-fai-net,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
statusnet-legadolibre-com-ar,statusnet-legadolibre-com-ar,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
statusnet-linuxwrangling-com,statusnet-linuxwrangling-com,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
statusnet-lydiastench-com,statusnet-lydiastench-com,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
statusnet-macno-org,statusnet-macno-org,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
statusnet-maymay-net,statusnet-maymay-net,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
statusnet-morphtown-de,statusnet-morphtown-de,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
statusnet-opensim-chat-eu,statusnet-opensim-chat-eu,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
statusnet-orangeseeds-org,statusnet-orangeseeds-org,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
statusnet-otbm-fr,statusnet-otbm-fr,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
statusnet-piana-eu,statusnet-piana-eu,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
statusnet-planet-libre-org,statusnet-planet-libre-org,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
statusnet-progval-net,statusnet-progval-net,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
statusnet-qth-fr,statusnet-qth-fr,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
statusnet-quitter-se,statusnet-quitter-se,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
statusnet-rainbowdash-net,statusnet-rainbowdash-net,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
statusnet-recit-org,statusnet-recit-org,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
statusnet-schiessle-org,statusnet-schiessle-org,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
statusnet-sebseb01-net,statusnet-sebseb01-net,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
statusnet-soucy-cc,statusnet-soucy-cc,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
statusnet-spraci-org,statusnet-spraci-org,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
statusnet-status-net,statusnet-status-net,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
statusnet-sweetiebelle-net,statusnet-sweetiebelle-net,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
statusnet-tekk-com-ar,statusnet-tekk-com-ar,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
statusnet-uni-siegen-de,statusnet-uni-siegen-de,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
steak,Super Terminology System(STEAK) - Linked Open Data,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,0,1,1,0.5,1.79,0
symptoms-in-chinese,Symptoms in Chinese,,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.06,0
t4gm-info,Thesaurus for Graphic Materials (t4gm.info),,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.32,0
taiwan-geographic-names,Taiwan geographic names,http://pomelo.iis.sinica.edu.tw:2020/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.34,0
tcga,The Cancer Genome Atlas,http://hcls.deri.org:8080/openrdf-sesame/repositories/tcga,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,0,1,1,0.5,1.81,0
testee,xxxxx,http://diwis.imis.athena-innovation.gr:8181/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.07,0
the-drug-interaction-knowledge-base,The Drug Interaction Knowledge Base,https://dbmi-icode-01.dbmi.pitt.edu/dikb/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.07,0
thesaurus-datenwissen,Thesaurus Datenwissen,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.04,0
thesaurus-w,Thesaurus W for Local Archives,http://www.archivesdefrance.culture.gouv.fr/thesaurus/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.07,0
traditional-korean-medicine,Traditional Korean Medicine Ontology,http://tkm.kiom.re.kr/ontology/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.34,0
traffic-scotland,Traffic Scotland,http://api.talis.com/stores/trafficscotland/services/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.34,0
twc-data-gov,TWC Data-gov,,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.06,0
